Р“СЂСѓРїРїР°.РљРѕРґ;РћС‚РґРµР».РљРѕРґ;РўРѕРІР°СЂ.РљРѕРґ;Р”Р°С‚Р°;Р§Р°СЃ;РљРѕР»РёС‡РµСЃС‚РІРѕ | РЎСѓРјРјР°;РЎСѓРјРјР° | РЎСѓРјРјР°
243;2;18429;02.02.2009;14;1;ноя.72
243;2;18429;17.02.2009;14;1;окт.57
243;2;18429;18.02.2009;10;1;14.37
243;2;18429;19.02.2009;13;2;28.74
243;2;18429;20.02.2009;10;2;28.74
243;2;18429;20.02.2009;11;1;14.37
243;2;18429;20.02.2009;19;1;14.37
243;2;18429;20.02.2009;20;1;14.37
243;2;18429;21.02.2009;10;1;14.37
243;2;18429;21.02.2009;18;1;14.37
243;2;18429;24.02.2009;14;1;окт.57
243;2;18429;26.02.2009;14;1;13.44
243;2;18429;28.02.2009;13;2;26.87
243;2;18440;04.12.2008;11;3;06.мар
243;2;18440;05.12.2008;21;1;02.янв
243;2;18440;11.12.2008;12;1;02.янв
243;2;18440;27.12.2008;19;2;04.апр
243;2;18440;28.12.2008;16;5;10.апр
243;2;18440;01.01.2009;15;2;04.фев
243;2;18440;02.01.2009;10;10;20.сен
243;2;18440;02.01.2009;12;2;04.фев
243;2;18440;02.01.2009;14;1;02.янв
243;2;18440;10.01.2009;16;5;10.апр
243;2;18440;10.01.2009;18;5;10.апр
243;2;18440;10.01.2009;20;1;02.янв
243;2;18440;18.02.2009;19;1;фев.52
243;2;18440;21.02.2009;15;5;дек.58
243;2;18440;21.02.2009;21;7;17.61
243;2;18440;22.02.2009;14;1;фев.52
243;2;18440;22.02.2009;15;5;дек.58
243;2;18440;22.02.2009;16;5;дек.58
243;2;18440;23.02.2009;12;5;дек.58
243;2;18440;23.02.2009;20;2;05.мар
243;2;18440;01.01.2011;15;2;04.фев
243;2;18541;08.02.2009;16;1;16.36
243;2;26114;25.02.2009;9;1;янв.93
243;2;32669;01.12.2008;18;1;61.02
243;2;32669;13.01.2009;15;1;59.67
243;2;32669;30.01.2009;13;2;119.34
243;2;32669;27.02.2009;17;1;59.67
243;2;36506;02.02.2009;12;5;73.22
243;2;36506;02.02.2009;13;2;29.29
243;2;36506;02.02.2009;19;2;29.29
243;2;36506;07.02.2009;21;1;14.64
243;2;36506;08.02.2009;14;6;87.87
243;2;36506;08.02.2009;15;6;87.87
243;2;36506;08.02.2009;16;3;43.93
243;2;36506;08.02.2009;17;1;14.64
243;2;36506;09.02.2009;12;1;14.64
243;2;36506;09.02.2009;16;3;43.93
243;2;36506;09.02.2009;17;1;14.64
243;2;36506;09.02.2009;19;1;14.64
243;2;36506;09.02.2009;20;3;43.93
243;2;36506;10.02.2009;12;3;43.93
243;2;36506;10.02.2009;16;2;29.29
243;2;36506;10.02.2009;17;1;14.64
243;2;36506;10.02.2009;18;1;14.64
243;2;36506;12.02.2009;12;1;14.64
243;2;36506;12.02.2009;16;1;14.64
243;2;36506;12.02.2009;19;1;14.64
243;2;36506;13.02.2009;12;1;14.64
243;2;36506;13.02.2009;13;1;14.64
243;2;36506;13.02.2009;17;1;14.64
243;2;36506;13.02.2009;18;2;29.29
243;2;36506;14.02.2009;13;3;43.93
243;2;36506;14.02.2009;14;3;43.93
243;2;36506;14.02.2009;17;1;14.64
243;2;36506;14.02.2009;18;1;14.64
243;2;36506;15.02.2009;11;2;29.29
243;2;36509;29.12.2008;15;3;43.52
243;2;36509;30.12.2008;12;1;14.51
243;2;36509;30.12.2008;14;3;43.52
243;2;36509;30.12.2008;15;3;43.52
243;2;36509;02.01.2009;12;1;14.51
243;2;36509;02.01.2009;13;1;14.51
243;2;36513;24.12.2008;20;1;окт.96
243;2;36513;02.01.2009;14;1;окт.96
243;2;36513;02.01.2009;16;1;окт.96
243;2;36513;02.01.2009;17;3;32.88
243;2;36554;01.12.2008;18;1;14.25
243;2;36554;02.12.2008;12;3;42.33
243;2;36554;02.12.2008;18;3;42.76
243;2;36554;03.12.2008;12;1;14.апр
243;2;36554;03.12.2008;17;1;14.апр
243;2;36554;03.12.2008;18;3;42.12
243;2;36554;04.12.2008;12;2;28.авг
243;2;36554;04.12.2008;13;2;28.авг
243;2;36554;04.12.2008;15;2;28.авг
243;2;36554;04.12.2008;18;2;28.авг
243;2;36554;05.12.2008;13;3;42.12
243;2;36554;05.12.2008;14;2;28.авг
243;2;36554;05.12.2008;15;4;56.16
243;2;36554;05.12.2008;20;2;28.29
243;2;36554;06.12.2008;17;2;28.29
243;2;36554;07.12.2008;20;1;14.апр
243;2;36554;08.12.2008;15;1;14.апр
243;2;36554;08.12.2008;17;1;14.апр
243;2;36554;10.12.2008;10;5;70.2
243;2;36554;10.12.2008;12;2;28.авг
243;2;36554;10.12.2008;13;1;14.апр
243;2;36554;10.12.2008;14;2;28.авг
243;2;36554;10.12.2008;16;1;14.апр
243;2;36554;11.12.2008;12;3;42.12
243;2;36554;12.12.2008;17;1;14.апр
243;2;36554;13.12.2008;11;1;14.апр
243;2;36554;13.12.2008;13;1;14.апр
243;2;36554;13.12.2008;15;2;28.авг
243;2;36554;14.12.2008;16;2;28.авг
243;2;36554;15.12.2008;16;2;28.авг
243;2;36554;15.12.2008;18;3;42.12
243;2;36554;15.12.2008;20;2;28.авг
243;2;36554;16.12.2008;11;1;14.апр
243;2;36554;16.12.2008;12;1;14.апр
243;2;36554;17.12.2008;17;1;14.апр
243;2;36554;18.12.2008;11;4;56.16
243;2;36554;18.12.2008;13;1;14.апр
243;2;36554;18.12.2008;15;1;14.апр
243;2;36554;18.12.2008;17;1;14.апр
243;2;36554;19.12.2008;13;3;42.12
243;2;36554;21.12.2008;10;1;14.апр
243;2;36554;21.12.2008;11;4;56.16
243;2;36554;21.12.2008;14;1;14.апр
243;2;36554;21.12.2008;15;2;28.авг
243;2;36554;21.12.2008;21;4;56.16
243;2;36554;22.12.2008;11;2;28.авг
243;2;36554;22.12.2008;15;2;28.авг
243;2;36554;24.12.2008;13;5;70.2
243;2;36554;24.12.2008;15;3;42.12
243;2;36554;24.12.2008;16;1;14.апр
243;2;36554;25.12.2008;10;2;28.51
243;2;36554;25.12.2008;11;2;28.51
243;2;36554;25.12.2008;14;3;42.76
243;2;36554;26.12.2008;12;1;14.27
243;2;36554;26.12.2008;13;3;42.76
243;2;36554;26.12.2008;15;4;57.02
243;2;36554;26.12.2008;16;1;14.апр
243;2;36554;26.12.2008;18;1;14.апр
243;2;36554;26.12.2008;19;1;14.апр
243;2;36554;27.12.2008;15;2;28.авг
243;2;36554;27.12.2008;17;6;84.24
243;2;36554;27.12.2008;18;1;14.апр
243;2;36554;28.12.2008;15;1;14.апр
243;2;36554;28.12.2008;16;3;42.12
243;2;36554;28.12.2008;18;1;14.апр
243;2;36554;28.12.2008;20;1;14.апр
243;2;36554;29.12.2008;12;2;28.авг
243;2;36554;29.12.2008;15;1;14.апр
243;2;36554;31.12.2008;11;3;42.12
243;2;36554;31.12.2008;13;2;28.авг
243;2;36554;31.12.2008;14;4;56.16
243;2;36554;31.12.2008;16;1;14.апр
243;2;36554;01.01.2009;13;2;28.авг
243;2;36554;02.01.2009;18;1;14.апр
243;2;36554;02.01.2009;19;1;14.апр
243;2;36554;03.01.2009;14;5;70.2
243;2;36554;03.01.2009;16;4;56.16
243;2;36554;03.01.2009;21;1;14.апр
243;2;36554;04.01.2009;12;1;14.апр
243;2;36554;04.01.2009;16;7;98.28
243;2;36554;05.01.2009;13;5;70.2
243;2;36554;05.01.2009;16;1;14.апр
243;2;36554;06.01.2009;11;1;14.апр
243;2;36554;06.01.2009;14;3;42.12
243;2;36554;06.01.2009;21;1;14.апр
243;2;36554;07.01.2009;14;2;28.авг
243;2;36554;07.01.2009;16;1;14.апр
243;2;36554;08.01.2009;13;1;14.апр
243;2;36554;08.01.2009;16;3;42.12
243;2;36554;10.01.2009;11;1;15.62
243;2;36554;10.01.2009;15;3;46.86
243;2;36554;10.01.2009;16;1;15.62
243;2;36554;11.01.2009;13;2;31.24
243;2;36554;11.01.2009;17;2;31.24
243;2;36554;11.01.2009;19;1;15.62
243;2;36554;12.01.2009;13;1;15.62
243;2;36554;12.01.2009;15;1;15.62
243;2;36554;12.01.2009;16;2;31.24
243;2;36554;12.01.2009;17;1;15.62
243;2;36554;12.01.2009;18;1;15.62
243;2;36554;13.01.2009;14;1;15.62
243;2;36554;13.01.2009;18;2;31.24
243;2;36554;14.01.2009;12;1;15.62
243;2;36554;14.01.2009;13;1;15.62
243;2;36554;14.01.2009;15;2;31.24
243;2;36554;14.01.2009;16;2;31.24
243;2;36554;16.01.2009;12;3;46.86
243;2;36554;16.01.2009;13;1;15.62
243;2;36554;16.01.2009;16;3;46.86
243;2;36554;17.01.2009;17;5;78.1
243;2;36554;17.01.2009;19;1;15.62
243;2;36554;18.01.2009;11;1;15.62
243;2;36554;18.01.2009;13;1;15.62
243;2;36554;18.01.2009;15;1;15.62
243;2;36554;18.01.2009;17;2;31.24
243;2;36554;18.01.2009;18;2;31.24
243;2;36554;19.01.2009;10;4;62.48
243;2;36554;19.01.2009;14;1;15.62
243;2;36554;19.01.2009;16;3;46.86
243;2;36554;20.01.2009;11;1;15.62
243;2;36554;20.01.2009;13;9;140.58
243;2;36554;20.01.2009;14;1;15.62
243;2;36554;20.01.2009;15;2;31.24
243;2;36554;20.01.2009;16;5;78.1
243;2;36554;20.01.2009;21;1;15.62
243;2;36554;23.01.2009;12;2;31.24
243;2;36554;23.01.2009;15;2;31.24
243;2;36554;23.01.2009;20;1;15.62
243;2;36554;24.01.2009;11;1;15.62
243;2;36554;24.01.2009;12;10;156.19
243;2;36554;24.01.2009;14;2;31.24
243;2;36554;24.01.2009;19;1;15.62
243;2;36554;25.01.2009;11;2;31.24
243;2;36554;25.01.2009;13;1;15.62
243;2;36554;25.01.2009;14;1;15.62
243;2;36554;25.01.2009;15;1;15.62
243;2;36554;25.01.2009;19;1;15.62
243;2;36554;25.01.2009;20;1;15.62
243;2;36554;27.01.2009;15;3;46.86
243;2;36554;27.01.2009;16;1;15.62
243;2;36554;28.01.2009;13;1;15.62
243;2;36554;28.01.2009;15;1;15.62
243;2;36554;29.01.2009;14;4;62.48
243;2;36554;30.01.2009;11;3;46.86
243;2;36554;30.01.2009;12;2;31.24
243;2;36554;30.01.2009;16;2;31.24
243;2;36554;31.01.2009;11;2;31.24
243;2;36554;31.01.2009;14;1;15.62
243;2;36554;31.01.2009;15;1;15.62
243;2;36554;31.01.2009;18;2;31.24
243;2;36554;31.01.2009;19;1;15.62
243;2;36554;01.02.2009;13;2;31.24
243;2;36554;01.02.2009;15;1;15.62
243;2;36554;03.02.2009;15;1;15.62
243;2;36554;03.02.2009;16;1;15.62
243;2;36554;03.02.2009;19;1;15.62
243;2;36554;03.02.2009;20;1;15.62
243;2;36554;07.02.2009;15;1;15.62
243;2;36554;07.02.2009;16;1;15.62
243;2;36554;07.02.2009;20;1;15.62
243;2;36554;08.02.2009;12;2;27.42
243;2;36554;15.02.2009;20;1;13.71
243;2;36554;16.02.2009;11;1;13.71
243;2;36554;16.02.2009;13;3;41.13
243;2;36554;16.02.2009;16;1;13.71
243;2;36554;17.02.2009;13;3;41.13
243;2;36554;18.02.2009;10;1;13.71
243;2;36554;19.02.2009;14;1;13.71
243;2;36554;19.02.2009;18;1;13.71
243;2;36554;20.02.2009;14;1;13.71
243;2;36554;20.02.2009;15;5;68.54
243;2;36554;20.02.2009;16;1;13.71
243;2;36554;21.02.2009;18;4;54.83
243;2;36554;21.02.2009;21;1;13.71
243;2;36554;22.02.2009;10;1;13.71
243;2;36554;22.02.2009;11;1;13.71
243;2;36554;22.02.2009;13;2;27.42
243;2;36554;23.02.2009;16;1;13.71
243;2;36554;24.02.2009;18;2;27.42
243;2;36554;25.02.2009;13;4;53.74
243;2;36554;25.02.2009;16;1;13.71
243;2;36554;25.02.2009;17;2;26.32
243;2;36554;27.02.2009;12;2;26.32
243;2;36554;27.02.2009;13;1;13.16
243;2;36554;27.02.2009;16;1;13.16
243;2;36554;28.02.2009;16;3;40.03
243;2;36554;28.02.2009;19;1;13.16
243;2;36554;31.12.2010;11;3;42.12
243;2;36554;31.12.2010;13;2;28.авг
243;2;36554;31.12.2010;14;4;56.16
243;2;36554;31.12.2010;16;1;14.апр
243;2;36554;01.01.2011;13;2;28.авг
243;2;37282;22.12.2008;16;1;24.26
243;2;37282;23.12.2008;21;1;24.26
243;2;37282;31.12.2008;15;2;48.52
243;2;37282;03.01.2009;13;1;22.95
243;2;37282;11.01.2009;19;1;22.95
243;2;37282;31.12.2010;15;2;48.52
243;2;37284;17.02.2009;18;1;24.24
243;2;40596;04.12.2008;14;1;47.4
243;2;40596;20.12.2008;20;1;50.54
243;2;40596;26.12.2008;17;1;49.08
243;2;40596;04.01.2009;13;1;50.54
243;2;40596;08.01.2009;17;1;49.08
243;2;40596;20.01.2009;17;1;49.08
243;2;40596;23.01.2009;19;1;50.54
243;2;40596;29.01.2009;14;1;49.08
243;2;40596;02.02.2009;12;1;49.63
243;2;40596;12.02.2009;13;1;49.63
243;2;40596;19.02.2009;15;1;49.63
243;2;40596;26.02.2009;13;1;46.84
243;2;40613;03.01.2009;15;1;52.42
243;2;40613;08.01.2009;17;1;52.42
243;2;40613;15.01.2009;13;1;52.42
243;2;40613;22.01.2009;19;1;52.42
243;2;40613;26.01.2009;13;1;52.42
243;2;40613;30.01.2009;14;1;52.42
243;2;40613;09.02.2009;18;1;52.42
243;2;40613;18.02.2009;18;1;56.88
243;2;40613;28.02.2009;20;1;52.42
243;2;46196;02.01.2009;11;2;авг.74
243;2;46196;10.01.2009;19;4;17.47
243;2;46196;19.01.2009;15;1;апр.37
243;2;46196;15.02.2009;16;3;13.янв
243;2;46207;04.12.2008;12;1;50.76
243;2;46207;10.12.2008;10;1;50.76
243;2;46207;10.12.2008;15;1;50.76
243;2;46207;11.12.2008;18;1;50.76
243;2;46207;15.12.2008;19;1;49.63
243;2;46207;29.12.2008;12;1;49.63
243;2;46207;29.12.2008;13;1;49.92
243;2;46207;03.01.2009;15;1;49.92
243;2;46207;08.01.2009;19;1;49.92
243;2;46207;09.01.2009;15;2;99.84
243;2;46207;23.01.2009;13;1;50.19
243;2;46207;26.01.2009;13;1;50.19
243;2;46207;30.01.2009;10;1;50.19
243;2;46207;09.02.2009;13;1;50.19
243;2;46207;19.02.2009;13;1;50.19
243;2;46207;25.02.2009;19;1;50.19
243;2;46325;01.12.2008;13;3;34.28
243;2;46325;03.12.2008;13;1;ноя.43
243;2;46325;09.12.2008;14;2;22.85
243;2;46325;10.12.2008;13;1;ноя.43
243;2;46325;10.12.2008;16;5;57.13
243;2;46325;17.12.2008;14;1;ноя.41
243;2;46325;27.12.2008;16;2;22.81
243;2;46325;02.01.2009;19;3;34.26
243;2;46325;09.01.2009;18;1;ноя.43
243;2;46325;13.01.2009;16;5;57.12
243;2;46332;28.01.2009;13;1;дек.62
243;2;46332;28.01.2009;18;1;дек.62
243;2;46332;29.01.2009;15;2;25.23
243;2;46332;03.02.2009;10;1;дек.62
243;2;46332;03.02.2009;15;1;дек.62
243;2;46332;09.02.2009;13;5;63.08
243;2;46332;12.02.2009;11;2;25.23
243;2;46332;16.02.2009;10;1;дек.62
243;2;46332;16.02.2009;21;1;дек.62
243;2;46335;23.02.2009;15;1;дек.62
243;2;46335;25.02.2009;12;1;дек.62
243;2;46335;26.02.2009;16;1;дек.62
243;2;46335;27.02.2009;12;2;25.23
243;2;52785;17.12.2008;14;1;апр.54
243;2;52785;21.12.2008;10;1;апр.54
243;2;52785;31.12.2008;10;10;45.44
243;2;52785;31.12.2010;10;10;45.44
243;2;52796;01.01.2009;15;2;сен.67
243;2;52796;03.01.2009;16;2;сен.67
243;2;52796;16.01.2009;14;4;20.98
243;2;52796;21.01.2009;17;2;окт.49
243;2;52796;02.02.2009;13;1;май.25
243;2;52796;13.02.2009;10;2;окт.49
243;2;52796;13.02.2009;19;2;окт.49
243;2;52796;14.02.2009;16;1;май.25
243;2;52796;26.02.2009;16;10;52.45
243;2;52827;02.12.2008;10;4;19.81
243;2;52827;02.12.2008;13;5;24.76
243;2;52827;07.12.2008;17;3;14.86
243;2;52827;07.12.2008;19;3;14.86
243;2;52827;10.12.2008;18;1;апр.99
243;2;52827;14.12.2008;20;5;24.96
243;2;52827;16.12.2008;13;5;24.76
243;2;52827;16.12.2008;18;2;сен.91
243;2;52827;17.12.2008;15;2;сен.91
243;2;52827;18.12.2008;11;2;сен.91
243;2;52827;18.12.2008;14;1;апр.95
243;2;52827;21.12.2008;10;1;апр.95
243;2;52827;21.12.2008;15;2;сен.91
243;2;52827;21.12.2008;18;2;сен.91
243;2;52827;26.12.2008;21;3;14.98
243;2;52827;28.12.2008;10;2;сен.98
243;2;52827;28.12.2008;18;2;сен.98
243;2;52827;29.12.2008;21;1;апр.99
243;2;52827;30.12.2008;15;1;апр.99
243;2;52827;31.12.2008;15;2;сен.98
243;2;52827;02.01.2009;16;3;15.39
243;2;52827;03.01.2009;14;3;14.98
243;2;52827;03.01.2009;15;2;сен.98
243;2;52827;03.01.2009;16;1;апр.99
243;2;52827;07.01.2009;11;7;35
243;2;52827;11.01.2009;12;2;окт.26
243;2;52827;11.01.2009;18;2;окт.26
243;2;52827;12.01.2009;14;2;10.дек
243;2;52827;14.01.2009;12;2;сен.98
243;2;52827;17.01.2009;10;1;май.13
243;2;52827;17.01.2009;17;2;окт.26
243;2;52827;17.01.2009;19;3;15.39
243;2;52827;18.01.2009;10;2;окт.26
243;2;52827;22.01.2009;18;1;май.13
243;2;52827;23.01.2009;10;2;окт.26
243;2;52827;23.01.2009;12;2;окт.26
243;2;52827;23.01.2009;13;1;май.13
243;2;52827;27.01.2009;10;3;15.39
243;2;52827;27.01.2009;15;3;15.39
243;2;52827;31.01.2009;11;5;25.64
243;2;52827;31.01.2009;15;1;май.13
243;2;52827;01.02.2009;16;1;май.13
243;2;52827;01.02.2009;18;3;15.39
243;2;52827;02.02.2009;12;5;25.64
243;2;52827;09.02.2009;15;2;окт.26
243;2;52827;09.02.2009;16;2;окт.26
243;2;52827;09.02.2009;19;1;май.13
243;2;52827;15.02.2009;11;3;15.39
243;2;52827;15.02.2009;14;2;окт.26
243;2;52827;20.02.2009;11;2;окт.26
243;2;52827;20.02.2009;16;2;окт.26
243;2;52827;26.02.2009;18;1;май.13
243;2;52827;28.02.2009;18;1;май.13
243;2;52827;31.12.2010;15;2;сен.98
243;2;61171;07.01.2009;12;1;118.91
243;2;61171;19.01.2009;14;1;126.13
243;2;61172;19.02.2009;12;1;202.37
243;2;61224;02.12.2008;12;1;48.52
243;2;61224;03.12.2008;17;1;48.52
243;2;61224;04.12.2008;16;1;48.52
243;2;61224;05.12.2008;14;1;48.52
243;2;61224;07.12.2008;21;1;48.52
243;2;61224;16.12.2008;14;1;45.01
243;2;61224;17.12.2008;16;1;45.01
243;2;61224;18.12.2008;14;1;45.01
243;2;61224;20.12.2008;15;1;45.01
243;2;61224;26.12.2008;13;1;45.01
243;2;61224;26.12.2008;17;1;45.01
243;2;61224;29.12.2008;20;1;45.01
243;2;61224;31.12.2008;14;2;90.01
243;2;61224;01.01.2009;16;1;45.01
243;2;61224;02.01.2009;18;1;45.01
243;2;61224;04.01.2009;18;1;45.01
243;2;61224;06.01.2009;13;1;45.01
243;2;61224;09.01.2009;17;1;48.52
243;2;61224;12.01.2009;13;1;48.52
243;2;61224;13.01.2009;10;1;45.01
243;2;61224;14.01.2009;20;1;45.01
243;2;61224;16.01.2009;14;1;45.01
243;2;61224;17.01.2009;9;1;45.01
243;2;61224;17.01.2009;14;1;45.01
243;2;61224;18.01.2009;17;1;45.01
243;2;61224;18.01.2009;18;1;45.01
243;2;61224;21.01.2009;19;1;45.01
243;2;61224;22.01.2009;12;1;45.01
243;2;61224;23.01.2009;20;1;45.01
243;2;61224;24.01.2009;18;1;45.01
243;2;61224;25.01.2009;15;1;45.01
243;2;61224;27.01.2009;16;1;45.01
243;2;61224;03.02.2009;18;1;45.01
243;2;61224;13.02.2009;14;2;90.01
243;2;61224;15.02.2009;21;1;45.01
243;2;61224;18.02.2009;14;1;45.01
243;2;61224;25.02.2009;21;1;45.01
243;2;61224;31.12.2010;14;2;90.01
243;2;61227;07.02.2009;11;1;35.37
243;2;61227;10.02.2009;16;1;35.37
243;2;61227;13.02.2009;14;3;106.12
243;2;61229;05.12.2008;16;1;32.35
243;2;61229;10.12.2008;14;1;31.75
243;2;61229;14.12.2008;18;3;96.45
243;2;61229;24.12.2008;16;2;63.49
243;2;61229;26.12.2008;12;1;31.75
243;2;61229;02.01.2009;11;2;63.49
243;2;61229;02.01.2009;13;2;63.49
243;2;61229;06.01.2009;10;1;32.62
243;2;61229;09.01.2009;18;1;32.62
243;2;61229;15.01.2009;20;1;31.75
243;2;61229;20.01.2009;13;1;32.62
243;2;61229;23.01.2009;13;1;31.75
243;2;61229;30.01.2009;12;1;31.75
243;2;61229;31.01.2009;19;1;32.62
243;2;61229;12.02.2009;15;1;31.75
243;2;61230;01.12.2008;18;1;56.61
243;2;61230;02.12.2008;21;1;56.61
243;2;61230;03.12.2008;16;2;113.22
243;2;61230;03.12.2008;18;2;113.22
243;2;61230;04.12.2008;12;1;56.61
243;2;61230;04.12.2008;16;1;56.61
243;2;61230;11.12.2008;19;1;54.15
243;2;61230;13.12.2008;10;1;54.15
243;2;61230;13.12.2008;12;1;54.15
243;2;61230;13.12.2008;13;2;108.3
243;2;61230;15.12.2008;15;1;54.15
243;2;61230;15.12.2008;16;1;54.15
243;2;61230;15.12.2008;19;2;108.3
243;2;61230;16.12.2008;17;2;108.3
243;2;61230;17.12.2008;11;2;108.3
243;2;61230;17.12.2008;17;1;54.15
243;2;61230;18.12.2008;11;1;54.15
243;2;61230;19.12.2008;14;2;108.3
243;2;61230;20.12.2008;20;1;54.15
243;2;61230;21.12.2008;19;2;108.3
243;2;61230;22.12.2008;15;2;108.3
243;2;61230;22.12.2008;18;1;54.15
243;2;61230;25.12.2008;17;1;52.98
243;2;61230;25.12.2008;18;1;52.98
243;2;61230;27.12.2008;20;1;52.98
243;2;61230;28.12.2008;11;1;52.98
243;2;61230;28.12.2008;14;1;52.98
243;2;61230;28.12.2008;20;3;161.28
243;2;61230;29.12.2008;20;2;105.96
243;2;61230;29.12.2008;21;1;52.98
243;2;61230;01.01.2009;16;1;52.98
243;2;61230;03.01.2009;18;1;53.25
243;2;61230;05.01.2009;14;1;53.25
243;2;61230;06.01.2009;10;1;53.25
243;2;61230;06.01.2009;15;1;53.25
243;2;61230;07.01.2009;11;1;53.25
243;2;61230;08.01.2009;21;1;53.25
243;2;61230;09.01.2009;12;1;53.25
243;2;61230;09.01.2009;15;2;106.51
243;2;61230;10.01.2009;12;1;53.25
243;2;61230;10.01.2009;17;1;53.25
243;2;61230;12.01.2009;13;1;53.25
243;2;61230;12.01.2009;15;1;53.25
243;2;61230;12.01.2009;17;1;53.25
243;2;61230;14.01.2009;17;3;159.76
243;2;61230;15.01.2009;13;5;268.07
243;2;61230;15.01.2009;17;1;54.15
243;2;61230;17.01.2009;11;1;54.15
243;2;61230;17.01.2009;14;1;54.15
243;2;61230;17.01.2009;16;1;54.15
243;2;61230;19.01.2009;15;1;54.15
243;2;61230;19.01.2009;19;1;54.15
243;2;61230;22.01.2009;14;1;54.15
243;2;61230;24.01.2009;17;2;106.51
243;2;61230;25.01.2009;12;1;53.25
243;2;61230;25.01.2009;14;1;53.25
243;2;61230;29.01.2009;14;1;53.25
243;2;61230;30.01.2009;19;1;53.25
243;2;61230;31.01.2009;18;1;53.25
243;2;61230;31.01.2009;19;1;53.25
243;2;61230;01.02.2009;17;1;53.25
243;2;61230;02.02.2009;14;1;54.15
243;2;61230;07.02.2009;13;1;53.25
243;2;61230;07.02.2009;20;1;53.25
243;2;61230;08.02.2009;19;1;53.25
243;2;61230;10.02.2009;16;1;53.25
243;2;61230;10.02.2009;19;1;53.25
243;2;61230;13.02.2009;11;2;106.51
243;2;61230;13.02.2009;17;1;53.25
243;2;61230;16.02.2009;19;1;53.25
243;2;61230;16.02.2009;20;1;53.25
243;2;61230;17.02.2009;13;1;53.25
243;2;61230;18.02.2009;19;2;106.51
243;2;61230;18.02.2009;20;1;53.25
243;2;61230;19.02.2009;14;2;109.32
243;2;61230;20.02.2009;14;1;54.66
243;2;61230;23.02.2009;12;1;54.66
243;2;61230;24.02.2009;12;1;54.66
243;2;61230;25.02.2009;12;1;54.66
243;2;61230;26.02.2009;18;1;54.66
243;2;61230;27.02.2009;13;2;109.32
243;2;61230;27.02.2009;14;1;54.66
243;2;61230;28.02.2009;18;1;54.66
243;2;62727;20.02.2009;17;1;23.24
243;2;62727;21.02.2009;20;1;23.24
243;2;62728;09.12.2008;13;1;17.57
243;2;62728;02.02.2009;18;2;35.14
243;2;64892;09.12.2008;14;1;56.53
243;2;64892;11.12.2008;15;2;113.06
243;2;64892;12.12.2008;12;1;56.8
243;2;64892;12.12.2008;20;2;113.1
243;2;64892;13.12.2008;15;1;56.55
243;2;64892;14.12.2008;19;1;56.8
243;2;64892;17.12.2008;17;1;56.55
243;2;64892;17.12.2008;18;1;56.55
243;2;64892;19.12.2008;10;1;56.55
243;2;64892;19.12.2008;17;1;56.55
243;2;64892;21.12.2008;20;1;56.55
243;2;64892;25.12.2008;19;1;56.55
243;2;64892;27.12.2008;20;1;56.55
243;2;64892;30.12.2008;13;1;56.55
243;2;64892;30.12.2008;18;1;56.55
243;2;64892;01.01.2009;17;1;57.54
243;2;64892;03.01.2009;15;1;57.54
243;2;64892;04.01.2009;15;1;57.54
243;2;64892;05.01.2009;14;1;57.54
243;2;64892;07.01.2009;15;1;57.54
243;2;64892;13.01.2009;17;1;56.55
243;2;64892;15.01.2009;18;1;59.67
243;2;64892;27.01.2009;10;1;59.67
243;2;64892;30.01.2009;12;1;59.67
243;2;64892;31.01.2009;19;1;59.67
243;2;64892;02.02.2009;18;2;119.34
243;2;64892;07.02.2009;16;1;59.67
243;2;64892;08.02.2009;16;1;59.67
243;2;64892;13.02.2009;16;1;63.82
243;2;64892;15.02.2009;17;1;59.67
243;2;64892;17.02.2009;18;1;63.82
243;2;64892;17.02.2009;20;1;59.67
243;2;64892;17.02.2009;21;1;60.78
243;2;64892;19.02.2009;17;1;60.78
243;2;64892;19.02.2009;18;1;60.78
243;2;64892;27.02.2009;12;1;60.51
243;2;67428;22.02.2009;18;1;72.83
243;2;76780;18.02.2009;16;1;98.79
243;2;82678;14.12.2008;21;2;57.99
243;2;82678;10.01.2009;12;2;57.99
243;2;82678;25.01.2009;15;1;29.56
243;2;82745;10.12.2008;12;10;202.99
243;2;82745;11.12.2008;13;2;40.6
243;2;82745;19.12.2008;21;12;243.59
243;2;82745;02.01.2009;14;10;242.38
243;2;82745;11.01.2009;20;4;96.95
243;2;82745;12.01.2009;13;2;48.48
243;2;82745;19.01.2009;12;4;96.95
243;2;82745;01.02.2009;16;3;73.3
243;2;82745;07.02.2009;20;1;24.32
243;2;82745;13.02.2009;17;6;146.13
243;2;82745;17.02.2009;17;6;146.13
243;2;82745;20.02.2009;13;3;73.07
243;2;82745;22.02.2009;17;4;97.42
243;2;82745;24.02.2009;14;2;48.71
243;2;82745;25.02.2009;11;5;121.78
243;2;83282;01.12.2008;13;1;32.9
243;2;83282;01.12.2008;18;1;32.9
243;2;83282;04.12.2008;13;1;32.9
243;2;83715;11.12.2008;18;1;окт.78
243;2;83715;14.12.2008;14;2;21.57
243;2;83715;24.12.2008;19;4;43.13
243;2;83715;25.12.2008;19;1;окт.78
243;2;83715;26.12.2008;12;1;окт.78
243;2;83715;27.12.2008;13;3;32.35
243;2;83715;29.12.2008;11;1;окт.78
243;2;83715;29.12.2008;14;2;21.57
